,YEAR,COMPANY,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PRICE,BAN,MARKET CAP,ValueARG,VolumeARG
7439,2013/1/0/0,DHM,160000000000.0,2768954440.0,94215715404.0,100183860852.0,2314554479.0,0.0,65382965583.0,107528741314.0,112728815151.0,10.4,8.6,166400000000.0,3074386714.0,287462.86
7440,2013/1/0/0,DIG,1429955870000.0,3933595666.0,131617553031.0,176128507280.0,73163368957.0,0.0,1124392231265.0,1946195487030.0,1256582650167.0,11.9,9.0,1701647485300.0,1223345571.0,110897.14
7441,2013/1/0/0,DLG,670851080000.0,1441552777.0,88918964056.0,105057394406.0,5158387811.0,139085261554.0,728489887149.0,353333960947.0,870487238095.0,4.1,3.9,275048942800.0,1744279857.0,469961.43
7442,2013/1/0/0,DMC,178093360000.0,24054931942.0,202745093931.0,288064175351.0,32868218500.0,0.0,266729154718.0,195417470634.0,214359014602.0,30.2,38.6,537841947200.0,135259429.0,4601.43
7443,2013/1/0/0,DPM,3800000000000.0,718219221192.0,1802655506488.0,2883731165352.0,6204945080578.0,59477046183.0,351787026124.0,1203532744220.0,1327437719499.0,43.2,41.5,16416000000000.0,11180791714.0,266391.43
7444,2013/1/0/0,DQC,244246790000.0,18360237205.0,118585373097.0,169451862658.0,175975172975.0,173633450500.0,745777557323.0,304786266920.0,800334717344.0,25.1,25.0,613059442900.0,2391962429.0,91847.14
7445,2013/1/0/0,DRC,692289450000.0,78168705601.0,461853689415.0,608021271253.0,119105550020.0,0.0,273434155355.0,677590318884.0,574290868017.0,40.7,40.9,2817618061500.0,15015458714.0,375342.86
7446,2013/1/0/0,DSN,84500000000.0,19791970312.0,18630921892.0,48468232893.0,115658397628.0,0.0,1076968415.0,697846402.0,16791515691.0,56.5,61.0,477425000000.0,163355714.0,2870.0
7447,2013/1/0/0,DVP,200000000000.0,46211582002.0,59854472016.0,111785838182.0,105710557453.0,156000000000.0,95055370483.0,9658349133.0,74744743931.0,68.5,71.5,1370000000000.0,1582402143.0,24214.29
7448,2013/1/0/0,DXG,420000000000.0,-90585379.0,19581237199.0,48773070960.0,110708925824.0,0.0,289651949303.0,327792131858.0,423173047773.0,8.0,8.2,336000000000.0,522044143.0,60471.43
7449,2013/1/0/0,FCN,165663280000.0,26904255703.0,224341658209.0,263670629800.0,84953156033.0,0.0,369697963867.0,195797103191.0,589796747019.0,16.8,19.7,278314310400.0,1634966571.0,99602.86
7450,2013/1/0/0,FLC,771800000000.0,1281049700.0,208654622249.0,212284184363.0,15503242280.0,694482490000.0,422997163895.0,7066587682.0,593715554826.0,6.9,5.7,532542000000.0,2516100000.0,405700.0
7451,2013/1/0/0,FPT,2738488330000.0,474680965326.0,7417863368376.0,8611039318749.0,1928204362705.0,812059551953.0,3377675283779.0,3007449666442.0,6285132947848.0,38.3,42.9,10488410303900.0,3194092857.0,86011.43
7452,2013/1/0/0,GAS,18950000000000.0,4374888115129.0,11199496470277.0,16052051833218.0,15955511012894.0,59200000000.0,6585734714083.0,837352715632.0,8251011461085.0,55.5,66.5,105172500000000.0,20538972143.0,384124.29
7453,2013/1/0/0,GMD,1127307090000.0,151563892064.0,489025838494.0,565775796091.0,631264127070.0,534553629979.0,1292360865863.0,90186020749.0,1083805023403.0,30.8,25.2,3472105837200.0,9043197714.0,306757.14
7454,2013/1/0/0,GSP,300000000000.0,12171953252.0,180261828396.0,200458010690.0,187960788542.0,5000000000.0,70370832991.0,8803255564.0,77361486976.0,8.5,9.5,255000000000.0,527885714.0,64725.71
7455,2013/1/0/0,HAG,5373710490000.0,123084698000.0,382277420000.0,721785458000.0,2444249100000.0,150378106000.0,7741173082000.0,4470914824000.0,7849657135000.0,23.2,20.7,12467008336800.0,13091975286.0,597412.86
7456,2013/1/0/0,HAR,350000000000.0,2374582724.0,9165802445.0,11633745322.0,6422442898.0,15500000000.0,65410974228.0,0.0,3751007422.0,32.0,13.31,1120000000000.0,11259748714.0,290694.29
7457,2013/1/0/0,HBC,415806640000.0,16743123952.0,926016943140.0,1000811564422.0,41114944765.0,499831480885.0,2965354736840.0,226525589339.0,3547694334934.0,16.7,17.2,694397088800.0,1590905571.0,100805.71
7458,2013/1/0/0,HDC,274097410000.0,6065933152.0,21714386447.0,42928775598.0,7713274665.0,2528895905.0,143417127479.0,962988092455.0,548106867784.0,14.8,14.1,405664166800.0,114611000.0,7991.43
7459,2013/1/0/0,HDG,506249220000.0,7301539201.0,128717770299.0,145145529728.0,35589856167.0,38870604219.0,301563312010.0,846099910647.0,913429180686.0,11.8,9.9,597374079600.0,184137143.0,16828.57
7460,2013/1/0/0,HPG,4190525330000.0,480512878168.0,3242647918547.0,3934269351599.0,996320633597.0,49683612457.0,1770193914441.0,6654921112213.0,6247446615287.0,28.9,30.3,12110618203700.0,9794383000.0,359288.57
7461,2013/1/0/0,HQC,600000000000.0,4298440176.0,92002419545.0,108217836052.0,6075074972.0,316077035480.0,1060387073016.0,326995587132.0,1434783351339.0,5.4,5.6,324000000000.0,3276081143.0,661151.43
7462,2013/1/0/0,HSG,1007907900000.0,124841779664.0,2342801086749.0,2694967651467.0,125359113547.0,0.0,1086872555560.0,1126929191255.0,2538182726635.0,41.4,39.1,4172738706000.0,14213620000.0,364645.71
7463,2013/1/0/0,HTV,100800000000.0,2574708085.0,36030865605.0,41138256168.0,14382748001.0,282300.0,131211228907.0,543714632.0,42051881751.0,15.0,13.0,151200000000.0,134747857.0,8247.14
7464,2013/1/0/0,IDI,380000000000.0,8613061457.0,255745294287.0,291845987659.0,4600951910.0,0.0,461742982339.0,479407896750.0,868591974910.0,6.8,7.0,258400000000.0,728059143.0,112494.29
7465,2013/1/0/0,IJC,2741945250000.0,15941015473.0,46393476010.0,83428255710.0,67057567653.0,0.0,290260643031.0,2528106139973.0,954752915244.0,9.2,8.2,2522589630000.0,2006138714.0,233407.14
7466,2013/1/0/0,IMP,167058100000.0,20686218431.0,96164627524.0,185849353109.0,70641946822.0,4294780220.0,210514970542.0,228113191440.0,98143199625.0,31.8,36.5,531244758000.0,229744857.0,7375.71
7467,2013/1/0/0,ITC,690866880000.0,6622857585.0,107081892664.0,127632035394.0,4226852162.0,0.0,411532057455.0,1838379871458.0,702176414075.0,7.9,6.9,545784835200.0,2025467286.0,278247.14
7468,2013/1/0/0,JVC,354199990000.0,7080175450.0,54668241752.0,83005046979.0,35847082552.0,22000000000.0,611082000181.0,258565349362.0,579378130269.0,18.2,18.6,644643981800.0,891096000.0,49944.29
7469,2013/1/0/0,KBC,2957111670000.0,-55190516684.0,22131346883.0,38832385830.0,33460938615.0,1873073400.0,2356387768878.0,7053382209218.0,2801533961600.0,7.4,7.1,2188262635800.0,4638132714.0,703731.43
7470,2013/1/0/0,KDC,1665226250000.0,32636886802.0,501287935549.0,806904914817.0,1480631167979.0,235541339925.0,855953151900.0,275117036116.0,1036636391273.0,50.0,49.5,8326131250000.0,3816140714.0,80827.14
7471,2013/1/0/0,KDH,480699740000.0,0.0,78992470000.0,120814683000.0,161606755000.0,0.0,447980614000.0,1568460550000.0,403273030000.0,8.2,9.4,394173786800.0,626657429.0,77418.57
7472,2013/1/0/0,KHP,415512960000.0,4771646405.0,436460495175.0,459907907846.0,363226770167.0,58835041212.0,63670636623.0,52086117798.0,275576272507.0,11.8,13.7,490305292800.0,2369769000.0,206617.14
7473,2013/1/0/0,KMR,343982220000.0,-4768498765.0,33482608913.0,41487411841.0,3128048146.0,0.0,142942868282.0,195142467137.0,160599429131.0,2.4,2.6,82555732800.0,739889571.0,308440.0
7474,2013/1/0/0,LAF,147280190000.0,103746169.0,90163612139.0,97194400172.0,3054302527.0,87948.0,15715392243.0,92031301098.0,130220885844.0,5.4,5.0,79531302600.0,139555429.0,28790.0
7475,2013/1/0/0,LBM,85000000000.0,4920417650.0,33218404737.0,46542215294.0,20910290927.0,0.0,26717777688.0,33522044066.0,25756128313.0,10.8,12.5,91800000000.0,210056286.0,20198.57
7476,2013/1/0/0,LCG,562499560000.0,-33154936693.0,24641228472.0,30442902294.0,16856648472.0,0.0,631355519402.0,334686324848.0,768986553826.0,6.2,5.5,348749727200.0,3874660429.0,690178.57
7477,2013/1/0/0,LCM,214200000000.0,4291788829.0,8754292159.0,12229156180.0,35253340023.0,52246333000.0,49558261813.0,12228286406.0,13648179241.0,12.4,8.85,265608000000.0,4548727571.0,372112.86
7478,2013/1/0/0,LIX,108000000000.0,19769229438.0,292013148925.0,357763152791.0,98788485796.0,0.0,89176373629.0,127536882830.0,162244556784.0,28.0,27.35,302400000000.0,752225143.0,26635.71
7479,2013/1/0/0,LSS,500000000000.0,14526676350.0,497923343892.0,577519400822.0,120905739597.0,10421960925.0,563415157772.0,779825872705.0,1342371068937.0,13.1,13.4,655000000000.0,945212000.0,73594.29
7480,2013/1/0/0,MCG,575100000000.0,407222794.0,278444192269.0,279992203159.0,20342825560.0,720043412.0,611933803462.0,1077998373137.0,1559614587078.0,3.9,3.8,224289000000.0,457057000.0,125270.0
7481,2013/1/0/0,MSN,6872801000000.0,35131000000.0,1026687000000.0,1533986000000.0,6858276000000.0,287000000000.0,1235590000000.0,787265000000.0,5551360000000.0,113.0,88.0,77662651300000.0,6999750000.0,63594.29
7482,2013/1/0/0,NBB,180000000000.0,344795901.0,19997004171.0,33480308819.0,10760652386.0,0.0,325771034699.0,2038588474142.0,969809054191.0,22.3,14.5,401400000000.0,574829429.0,27092.86
7483,2013/1/0/0,NLG,955135230000.0,-36263276282.0,13383808207.0,20310805447.0,89392593496.0,3000000000.0,261366105629.0,2231816445374.0,1376224414706.0,16.8,22.0,1604627186400.0,1463732286.0,85981.43
7484,2013/1/0/0,NSC,100298380000.0,23451546668.0,81590345719.0,127920797769.0,104370124871.0,2300000000.0,77841405768.0,91503442716.0,101349483023.0,70.0,81.5,702088660000.0,967661429.0,14375.71
7485,2013/1/0/0,NTL,636000000000.0,5826025426.0,60547233794.0,71776633736.0,208328077160.0,636574000.0,100040076375.0,1143961598926.0,774493557505.0,13.5,11.8,858600000000.0,2695762571.0,212758.57
7486,2013/1/0/0,NVT,905000000000.0,9576403513.0,29202138375.0,62390570548.0,239741458279.0,55732070789.0,112405325839.0,38127971896.0,189161768722.0,4.8,3.9,434400000000.0,390101000.0,88994.29
7487,2013/1/0/0,OGC,3000000000000.0,3859195715.0,214002730354.0,306374996495.0,339995774349.0,1848094644021.0,4072838575992.0,326525765985.0,4271958049730.0,11.3,9.3,3390000000000.0,5855508143.0,557924.29
7488,2013/1/0/0,OPC,128568600000.0,15286742676.0,66195439585.0,133233973767.0,23334247266.0,0.0,68756363051.0,161776313301.0,117319402184.0,70.0,67.2,899980200000.0,181323571.0,2698.57
7489,2013/1/0/0,PAC,269878430000.0,10675484453.0,296866647748.0,362306201933.0,63441553002.0,35000000000.0,117859280844.0,427767160099.0,530901030517.0,18.1,18.3,488479958300.0,505825857.0,29480.0
7490,2013/1/0/0,PAN,192000000000.0,9124970909.0,60679966176.0,74520305460.0,222447736513.0,18033617884.0,94777914437.0,10945206610.0,114434107783.0,33.0,31.0,633600000000.0,594282857.0,18847.14
7491,2013/1/0/0,PDR,1302000000000.0,177368023.0,1388136516.0,6852558183.0,6003975679.0,0.0,217103480123.0,4788935070027.0,1529413515018.0,11.6,11.8,1510320000000.0,138016714.0,12387.14
7492,2013/1/0/0,PET,698420000000.0,52854343672.0,2586938748889.0,2753093810097.0,1015012025290.0,18376791095.0,1213660128815.0,1188180135265.0,2865271080536.0,18.1,21.0,1264140200000.0,6561229714.0,385532.86
7493,2013/1/0/0,PGC,502875030000.0,20890754327.0,776383815133.0,885037535802.0,295309333621.0,137989810800.0,346643887483.0,138220750711.0,784308316365.0,9.1,9.4,457616277300.0,669295429.0,78077.14
7494,2013/1/0/0,PGD,429000000000.0,61354640383.0,1280993003672.0,1403884704674.0,738097162280.0,0.0,1098244283201.0,9575348645.0,1186091941111.0,29.7,28.9,1274130000000.0,391539571.0,13025.71
7495,2013/1/0/0,PHR,813000000000.0,47342936300.0,254739572160.0,331637978730.0,298607664604.0,109095331187.0,339426246459.0,288380468134.0,748632759293.0,31.3,28.2,2544690000000.0,478624857.0,15801.43
7496,2013/1/0/0,PNC,110402410000.0,-3312827455.0,49429907773.0,78319599786.0,6186948685.0,11300000000.0,50419858609.0,175529264688.0,246724534216.0,5.3,5.0,58513277300.0,106613000.0,23635.71
7497,2013/1/0/0,PNJ,719978350000.0,65940053237.0,1592763412426.0,1769122014845.0,598866034275.0,2000000000.0,74570510243.0,762822452860.0,1203401744507.0,27.2,27.8,1958341112000.0,433297000.0,16125.71
7498,2013/1/0/0,POM,1874499510000.0,-23274545556.0,2727455488884.0,2835503738406.0,140032445024.0,0.0,1712049190620.0,1609339451615.0,3485779304547.0,12.7,12.6,2380614377700.0,131142714.0,10418.57
7499,2013/1/0/0,PPC,3262350000000.0,944698730411.0,1400621039903.0,1778489938480.0,1164826190121.0,2950651965073.0,1999158023309.0,727991987744.0,1119578184317.0,22.4,24.3,7307664000000.0,12437270286.0,618925.71
7500,2013/1/0/0,PTB,120006460000.0,27409016257.0,501856573751.0,577919327948.0,37627095026.0,3928844400.0,246175206496.0,172657787055.0,421308872462.0,32.2,27.6,386420801200.0,2829671000.0,100502.86
7501,2013/1/0/0,PTC,100000000000.0,-3103774977.0,9552290192.0,10571529180.0,12349265904.0,982671105.0,100866035515.0,82884717461.0,148839616614.0,5.9,6.3,59000000000.0,397469000.0,74367.14
7502,2013/1/0/0,PTL,1000000000000.0,-429173500.0,403528366961.0,433844929350.0,72591807659.0,0.0,597802280576.0,756906674420.0,978792702604.0,2.8,2.4,280000000000.0,295824857.0,112217.14
7503,2013/1/0/0,PVD,2105082150000.0,452762854696.0,2391701338508.0,3178924861848.0,1145736074792.0,0.0,3207055075336.0,784142541440.0,5587411027340.0,40.7,51.0,8567684350500.0,5793689000.0,146504.29
7504,2013/1/0/0,PVT,2326000000000.0,52927982120.0,1117253489704.0,1235313377729.0,1486832316178.0,190449636100.0,1518751540722.0,61276570645.0,1533840717649.0,4.6,5.8,1069960000000.0,1191995143.0,281064.29
7505,2013/1/0/0,PXI,300000000000.0,225169333.0,71827056163.0,81159605813.0,9372760832.0,0.0,193875062662.0,151621331698.0,254045637614.0,3.5,3.2,105000000000.0,167233857.0,52580.0
7506,2013/1/0/0,PXS,406306610000.0,5073561577.0,84639378740.0,123774126689.0,64948190971.0,0.0,233891925194.0,78063837744.0,275966526287.0,9.3,10.0,377865147300.0,580568571.0,65924.29
7507,2013/1/0/0,QCG,1270768620000.0,1108774214.0,106153672651.0,119937834631.0,2459744701.0,0.0,805357747856.0,4236771980905.0,1942611470264.0,6.9,7.1,876830347800.0,372308714.0,54187.14
7508,2013/1/0/0,RAL,115000000000.0,27285937782.0,489084664460.0,602646324443.0,324609998465.0,0.0,132277238852.0,808741637516.0,983000176172.0,37.8,46.5,434700000000.0,121055143.0,3330.0
7509,2013/1/0/0,REE,2446433850000.0,110182802671.0,371492201278.0,512761020763.0,1084975687509.0,606325751983.0,863476277034.0,496884165291.0,2075460039715.0,20.3,25.5,4966260715500.0,8906163714.0,462778.57
7510,2013/1/0/0,SAM,1307984320000.0,32908361810.0,180748749892.0,214259883761.0,277516261277.0,3058888889.0,480754778928.0,404633642410.0,335464926705.0,7.4,7.0,967908396800.0,3869418714.0,547200.0
7511,2013/1/0/0,SAV,99634500000.0,882136704.0,91496715440.0,103078723362.0,37217175282.0,0.0,121273710210.0,394165623187.0,373434682965.0,8.5,8.4,84689325000.0,200421714.0,25824.29
7512,2013/1/0/0,SBA,500000000000.0,2180602565.0,7766725158.0,16860956094.0,17851347340.0,0.0,17891717676.0,466151482.0,279054714984.0,7.0,6.8,350000000000.0,144307286.0,20737.14
7513,2013/1/0/0,SBT,1419258000000.0,52009952728.0,429918065167.0,499235028537.0,109929645447.0,312344709197.0,630972336412.0,985206690380.0,1407119111337.0,15.0,14.7,2128887000000.0,2959845143.0,199062.86
7514,2013/1/0/0,SCD,85000000000.0,5799417420.0,94130102636.0,128365262483.0,49250474631.0,79000000000.0,18369552825.0,29820928122.0,51951331060.0,17.5,17.2,148750000000.0,342034286.0,21205.71
7515,2013/1/0/0,SCR,1429998610000.0,1527041733.0,173414233607.0,201242923813.0,37727105449.0,676641404600.0,534424436175.0,3360135103035.0,2252105834283.0,7.5,6.93,1072498957500.0,18383737143.0,2833885.71
7516,2013/1/0/0,SFI,87044808054.0,7210394609.0,66349290812.0,93358144492.0,163301242484.0,0.0,146637373397.0,661207450.0,289754947743.0,21.3,22.1,185405441155.02,155216143.0,7195.71
7517,2013/1/0/0,SII,400000000000.0,27861951024.0,37503026.0,198800000.0,20554535735.0,122000000.0,100946528511.0,38324840030.0,108849393654.0,13.9,15.1,556000000000.0,7983056571.0,567065.71
7518,2013/1/0/0,SJS,1000000000000.0,15818454257.0,20467858522.0,47087772492.0,66362080998.0,0.0,323397252483.0,4319261923536.0,2346454797608.0,15.8,12.3,1580000000000.0,1252302143.0,86625.71
7519,2013/1/0/0,SMC,295183610000.0,45166523048.0,2408548343132.0,2510032656466.0,91792983655.0,18614447338.0,1263962461404.0,888213234374.0,2054892754654.0,14.5,12.9,428016234500.0,142146143.0,9885.71
7520,2013/1/0/0,SRC,162000000000.0,18399716089.0,183073435661.0,228445372253.0,15434913412.0,0.0,91864150227.0,309146695576.0,274756695787.0,19.8,19.85,320760000000.0,3012214143.0,169361.43
7521,2013/1/0/0,SVC,249955730000.0,12996764046.0,1270154486980.0,1371073911449.0,142068914800.0,13034752543.0,185355510945.0,255513414485.0,823999600266.0,12.0,12.9,299946876000.0,122683714.0,10382.86
7522,2013/1/0/0,SVI,89189900000.0,16176128348.0,174797914839.0,209980113732.0,18083868214.0,0.0,138054757012.0,108205785423.0,228817990028.0,37.5,35.2,334462125000.0,173535857.0,4552.86
7523,2013/1/0/0,SZL,200000000000.0,9252902668.0,26052697872.0,32702601854.0,139521719068.0,262500000000.0,56960701833.0,90793737545.0,68301937976.0,13.0,14.1,260000000000.0,234747714.0,18052.86
7524,2013/1/0/0,TAC,189802000000.0,16073871938.0,842328035105.0,952310943857.0,248454490279.0,0.0,92479022432.0,448428974421.0,646351312911.0,37.5,47.4,711757500000.0,116247857.0,2981.43
7525,2013/1/0/0,TBC,635000000000.0,17222471335.0,24541690595.0,44367010225.0,229096064235.0,25634274457.0,96796456202.0,11130450287.0,33821312440.0,14.5,16.9,920750000000.0,125582429.0,8987.14
7526,2013/1/0/0,TCL,209438930000.0,23284303593.0,130059568123.0,155240104716.0,72959141460.0,55000000000.0,144434161174.0,5609762146.0,159959451850.0,20.3,19.9,425161027900.0,396671000.0,19628.57
7527,2013/1/0/0,TCM,447374860000.0,22626678346.0,477891680966.0,546081717335.0,91434054372.0,0.0,221585384250.0,624253907713.0,995158606157.0,8.3,13.6,371321133800.0,779523000.0,100614.29
7528,2013/1/0/0,TCT,31970000000.0,40756685204.0,2451699933.0,63609387674.0,86114718442.0,0.0,23566734216.0,1431730496.0,17647996585.0,167.8,160.0,536456600000.0,1380435714.0,7914.29
7529,2013/1/0/0,TDC,1000000000000.0,1013017893.0,197341372272.0,234544819580.0,13766676061.0,5814123600.0,1338486805664.0,1694982819199.0,1914567262560.0,9.4,8.5,940000000000.0,642673000.0,70190.0
7530,2013/1/0/0,TDH,380930860000.0,185391290.0,66062192805.0,84496635183.0,28896612476.0,11808882171.0,409347233884.0,471547490469.0,424737040151.0,11.8,12.6,449498414800.0,924327143.0,84441.43
7531,2013/1/0/0,THG,80000000000.0,2498020239.0,46388126693.0,62457696822.0,38050471172.0,0.0,86908211861.0,132651872494.0,206983618124.0,8.4,9.3,67200000000.0,107444857.0,12864.29
7532,2013/1/0/0,TLH,806856880000.0,123034392269.0,611434174409.0,601478168488.0,458335550050.0,38751381542.0,326040677752.0,846959217284.0,1288951556513.0,5.4,6.0,435702715200.0,602090286.0,118790.0
7533,2013/1/0/0,TNA,80000000000.0,11054162522.0,292378125947.0,321043132097.0,72568256726.0,4900000000.0,141137898522.0,347957717075.0,397936072041.0,20.8,21.2,166400000000.0,208145429.0,9657.14
7534,2013/1/0/0,TNC,192500000000.0,7783712646.0,18196868647.0,21688882693.0,157585300701.0,10000000000.0,12746052359.0,38840301716.0,28634269607.0,17.7,15.6,340725000000.0,1196705143.0,70135.71
7535,2013/1/0/0,TRA,123398240000.0,38930418091.0,265421472149.0,435944456225.0,52717005031.0,1014297961.0,426526683856.0,257374010500.0,477531192543.0,130.0,80.5,1604177120000.0,135098571.0,1048.57
7536,2013/1/0/0,TRC,300000000000.0,48018067586.0,136466764528.0,183862877752.0,684402850892.0,169366000000.0,180580233089.0,55813939319.0,369171185552.0,49.9,39.8,1497000000000.0,1395790714.0,28655.71
7537,2013/1/0/0,TS4,115000000000.0,3065160132.0,205675360819.0,236108931031.0,1290451436.0,0.0,85362839200.0,474582954767.0,607858533414.0,10.0,9.0,115000000000.0,137061428.57,14675.71
7538,2013/1/0/0,KSB,180000000000.0,17000798608.0,74554048354.0,115816042560.0,79986687166.0,0.0,138439658773.0,40679872839.0,75518172646.0,21.0,19.6,378000000000.0,102326857.0,4984.29
7539,2013/1/0/0,TTF,393736060000.0,1288457869.0,489695634255.0,562918479787.0,36355823539.0,6596127777.0,569733305377.0,2038150197228.0,2452166273981.0,5.3,5.2,208680111800.0,651356571.0,128687.14
7540,2013/1/0/0,UIC,80000000000.0,3968442838.0,334462402546.0,344360333520.0,24948864487.0,0.0,147695937552.0,149353361835.0,300256059861.0,12.7,12.1,101600000000.0,226669143.0,18255.71
7541,2013/1/0/0,VCF,265791350000.0,35561269942.0,307352789298.0,416480454692.0,214371247766.0,0.0,87406540840.0,302123459953.0,155676333843.0,230.0,184.2,6113201050000.0,530917143.0,2278.57
7542,2013/1/0/0,VCG,4417106730000.0,72855734684.0,2169984825995.0,2506884402015.0,579274824406.0,32595642097.0,6158151924217.0,7181819853439.0,14587427289744.0,10.6,10.5,4682133133800.0,5871041429.0,611485.71
7543,2013/1/0/0,VFG,132827530000.0,28294640623.0,316125093840.0,439890973116.0,56346331417.0,0.0,389337225059.0,258008241549.0,460436621999.0,51.0,44.1,677420403000.0,1166305857.0,22570.0
7544,2013/1/0/0,VIC,9281450480000.0,264661233908.0,458972218019.0,983722851436.0,4175172391881.0,1616386811709.0,3634656217361.0,19870376075499.0,29600327459084.0,64.0,63.5,59401283072000.0,7471167143.0,121305.71
7545,2013/1/0/0,VIP,598077850000.0,112087879535.0,177240525771.0,202074085672.0,114560600798.0,417546598.0,92289923403.0,104098655683.0,375629215675.0,7.5,7.8,448558387500.0,2791939714.0,387435.71
7546,2013/1/0/0,VIS,492202620000.0,21201149591.0,674104618707.0,752714061142.0,34529258850.0,0.0,366211474969.0,876077644892.0,1396675393471.0,11.0,10.6,541422882000.0,3506555571.0,340704.29
7547,2013/1/0/0,ITA,5608332410000.0,2079478968.0,-15419522646.0,-6764369422.0,16708935570.0,0.0,2302471354531.0,2982915510496.0,1530510523305.0,6.8,6.09,3813666038800.0,18729136143.0,3074238.57
7548,2013/1/0/0,VNE,637210610000.0,-4617897355.0,90283012537.0,108476633285.0,12795413697.0,4463011852.0,695408640694.0,178635417716.0,685974788155.0,5.5,4.6,350465835500.0,1605140429.0,302238.57
7549,2013/1/0/0,VNM,8339557960000.0,1530838237208.0,4220237450495.0,6676399060072.0,1633381902213.0,3926641975882.0,2313882601252.0,3763211894998.0,3657763640534.0,125.0,146.8,104244474500000.0,20397777143.0,164830.0
7550,2013/1/0/0,VNS,299999970000.0,48803927261.0,640979286961.0,768007305393.0,24798303288.0,0.0,144307135483.0,4753083722.0,154841119298.0,35.7,44.0,1070999892900.0,301386571.0,8825.71
7551,2013/1/0/0,VOS,1400000000000.0,-96857544979.0,544405265268.0,533912122712.0,15790376544.0,0.0,294589730695.0,196348337302.0,712320516748.0,3.5,2.8,490000000000.0,846906714.0,226535.71
7552,2013/1/0/0,VPH,331303515863.0,448839101.0,22482033803.0,30076984364.0,2901678695.0,44476599029.0,175090544475.0,1487839206616.0,1079478416327.0,4.7,5.23,155712652455.61,119329429.0,28147.14
7553,2013/1/0/0,VSC,240385020000.0,45272669331.0,109145962535.0,168752335315.0,43360827816.0,319135213244.0,134065484027.0,12607811621.0,250529984436.0,41.5,44.28,997597833000.0,1525370857.0,37091.43
7554,2013/1/0/0,VSH,2062412460000.0,0.0,31357709947.0,59958789945.0,519855296359.0,81118326000.0,673736227240.0,32951473992.0,642042316974.0,12.9,13.7,2660512073400.0,3528154429.0,282574.29
7555,2013/1/0/0,VTO,798666660000.0,-7909191117.0,347382425590.0,372939069751.0,149965625371.0,1239135000.0,122830479947.0,84028062100.0,484435681923.0,4.3,4.0,343426663800.0,573582000.0,137218.57
7556,2012/4/0/0,AAA,198000000000.0,18572657747.0,232881551863.0,284925068560.0,103421045480.0,0.0,93812818953.0,195577712457.0,357290324306.0,14.5,13.5,287100000000.0,4810470000.0,336183.33
7557,2012/4/0/0,ACC,100000000000.0,6783896506.0,42037537748.0,50546884701.0,33681763398.0,0.0,86958278724.0,87549762556.0,67281097282.0,27.4,29.9,274000000000.0,120988333.0,4587.5
7558,2012/4/0/0,ACL,183996750000.0,-2471285435.0,221984340812.0,246871496670.0,9990690435.0,0.0,229303321532.0,345672811129.0,545050827575.0,11.3,11.65,207916327500.0,198431167.0,17098.33
7559,2012/4/0/0,ANV,660000000000.0,8171665356.0,361073753656.0,427608354144.0,76608553761.0,64806657283.0,545376779721.0,762766694081.0,1002462299290.0,7.4,7.4,488400000000.0,126715167.0,17492.5
7560,2012/4/0/0,ASM,397362020000.0,-20067193798.0,223762840195.0,224216278633.0,55114248141.0,0.0,396034254909.0,454746002962.0,745791363271.0,8.7,6.3,345704957400.0,7729921000.0,867429.17
7561,2012/4/0/0,ASP,228299960000.0,1025300550.0,475133601235.0,514837647605.0,52701389257.0,47638544806.0,181929455944.0,29525684755.0,383095256377.0,5.0,5.0,114149980000.0,629899083.0,125285.0
7562,2012/4/0/0,BBC,154207820000.0,17642821101.0,208865402802.0,308293854025.0,49471255612.0,0.0,194320445924.0,120092660181.0,187431321715.0,19.1,20.5,294536936200.0,947421250.0,47915.83
7563,2012/4/0/0,BCE,300000000000.0,16681973682.0,176415237080.0,202233436888.0,10026800080.0,0.0,151519106832.0,471511139049.0,302499393517.0,9.7,9.2,291000000000.0,512263500.0,54822.5
7564,2012/4/0/0,BMC,123926300000.0,12011734155.0,31325034346.0,56449389830.0,15225840234.0,33000000000.0,9020941987.0,72751880258.0,58476111788.0,50.0,53.5,619631500000.0,10076082583.0,204383.33
7565,2012/4/0/0,BMP,349835520000.0,97930289256.0,366465164927.0,515131566361.0,345286531158.0,0.0,353438265552.0,336516683130.0,153429191501.0,54.0,65.0,1889111808000.0,2226318750.0,43177.5
7566,2012/4/0/0,BRC,82499980000.0,6362050999.0,35211376961.0,46010092328.0,44010784200.0,4190126264.0,87261806710.0,32213754527.0,57775222064.0,11.7,11.0,96524976600.0,152064583.0,13138.33
7567,2012/4/0/0,BTP,604856000000.0,47105385207.0,452160600031.0,507206364610.0,662308969278.0,100000000000.0,615085332895.0,135570573616.0,509349730936.0,8.3,12.9,502030480000.0,2527506000.0,306399.17
7568,2012/4/0/0,C32,112000000000.0,9742874192.0,85318798037.0,104116643260.0,54588281411.0,100000000.0,63549669976.0,61008896443.0,68493544796.0,12.5,13.6,140000000000.0,180005167.0,14484.17
7569,2012/4/0/0,CCL,250000000000.0,1604466672.0,11228915516.0,14517098097.0,1155015499.0,0.0,66569909815.0,368382077821.0,154628328385.0,4.1,3.7,102500000000.0,361996917.0,84641.67
