Time,FOMULA,COMPANY,PRICE,BAN,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS
2014/3/0/0,,BBC,,,154207820000,18360194206,183351338027,284740222681,181020035508,1918540332,183316465100,115879088552,195323399862
2014/3/0/0,,BCE,,,300000000000,-1008060117,23725769327,26198443393,6925708048,,213523481020,511182691578,295191671790
2014/3/0/0,,BMC,,,123926300000,5627948020,23117616218,35130659076,4900163743,,7086227083,106426052074,42201187326
2014/3/0/0,,BMP,,,454784800000,79878868156,473215427481,641155435095,526334246499,100000000000,386881778359,340531839623,194072255126
2014/3/0/0,,BRC,,,123749970000,4596041406,40607534031,56602952083,54774261248,,49021032140,32493354032,60146809426
2014/3/0/0,,BTP,,,604856000000,63870461605,189123805529,218218628764,312010371361,730000000000,157873025902,157082326901,158458340476
2014/3/0/0,,BTT,,,106000000000,9394081944,53243783631,76396373791,34771307104,,36048692195,40577362906,57735434641
2014/3/0/0,,C32,,,112000000000,18199437303,73969104300,100638228268,15568992760,51500000000,89407706684,64320899362,76433708567
2014/3/0/0,,C47,,,120000000000,6794461003,219919612469,264648359417,65990003500,,572665206466,845377439277,1235120657006
2014/3/0/0,,CAV,,,288000000000,29761203165,1009972117129,1101243527818,138281454708,,582305467042,711910872689,1291502407596
2014/3/0/0,,CCI,,,133986200000,4081482641,134189135075,142919860644,158892447289,,10795069956,5700528919,11620548761
2014/3/0/0,,CCL,,,250000000000,501629203,7022836115,8645248836,1317432582,,62113158455,411739671457,137442769592
2014/3/0/0,,CDC,,,157064060000,2444574228,39670851425,48877186024,25234609920,6764077550,157687508209,479643772376,465728168702
2014/3/0/0,,CHP,,,1200000000000,-13613336299,54266095897,81946316916,103416921341,,82041187782,46462548950,473792879265
2014/3/0/0,,CIG,,,134399470000,-3609443234,34939173044,35968054355,2910132458,,50521368707,323837310887,183919813283
2014/3/0/0,,CII,,,1952909040000,81722511448,94391717756,217695381046,893587952067,317902900000,593003773413,503207559595,2273775042833
2014/3/0/0,,CLC,,,131038300000,19788429026,299984764430,343840486772,4707351600,,168574738209,480585509867,402807494593
2014/3/0/0,,CLG,,,211500000000,3129884858,20838187525,25677026924,28563800971,,472615957219,118982748449,843014785844
2014/3/0/0,,CLL,,,340000000000,19477574566,33759489284,61311459580,17060746379,900000000,21724251524,,41418255244
2014/3/0/0,,CLW,,,130000000000,5480493747,184967734666,198388804237,38457633080,32800000000,21247587685,12606474262,107059892558
2014/3/0/0,,CMG,,,673419530000,42718602977,699940615709,842396216379,104938005269,916074763,547882282188,161593946793,706796544388
2014/3/0/0,,CMV,,,121039120000,5526425374,1075772997552,1108410707827,48581197476,1000000000,98577726116,263124182871,352484455297
2014/3/0/0,,CMX,,,13221234,7558976335,263401588296,294157459150,15398206559,,102085612223,326704095334,593380482022
2014/3/0/0,,CNG,,,270000000000,37202885744,236336939929,299749076765,306781904822,,201958972325,18566728283,219747552245
2014/3/0/0,,COM,,,141206280000,9863935408,1339571042490,1380810312906,30995549089,13302809000,37464177010,129813085632,121273194522
2014/3/0/0,,CSM,,,672932050000,78324392932,590940420844,801793250905,64092979938,18920000000,448069525856,951653780131,1038303594516
2014/3/0/0,,CTD,,,422000000000,100803784207,1993284767997,2144059963437,312233818361,1308897500000,1962620273583,585550232820,2186625801668
2014/3/0/0,,CTI,,,329999970000,8779845322,35182817553,96149911811,53661077889,,226587702219,137104751757,733364095856
2014/3/0/0,,CVT,,,191999968000,12898480305,141840151181,167998704535,48469372717,,33047419887,148114266327,225155245034
2014/3/0/0,,D2D,,,107000000000,6499448876,49980954607,63076543638,279955002141,,117926748247,494450356171,297563471276
2014/3/0/0,,DAG,,,137500000000,7893040126,153766237825,177910838653,14209692243,,174231640504,385046118807,498172208892
2014/3/0/0,,DBC,,,627419230000,43048846886,1137080682305,1274195520552,70200769006,241159595636,433499985957,1768495794354,1850512382768
2014/3/0/0,,DBT,,,69998950000,2705841101,104623864675,125651301131,5120480731,1016662420,79829267600,178581918167,233018069505
2014/3/0/0,,DC4,,,52498460000,810564680,63043516833,66214378376,1546277154,488109,64684440760,147485045540,153268223323
2014/3/0/0,,DCL,,,99136920000,10517958660,103149771896,159254920260,20151040678,,193859650735,188361856021,305859760698
2014/3/0/0,,DGC,,,334993660000,5121369636,70818880758,86833446595,5073528976,,767461530188,245917988202,780477384103
2014/3/0/0,,DHA,,,151199460000,4167867963,33303935751,41015549499,8705853544,20562053134,51907686471,19100000,15205401080
2014/3/0/0,,DHC,,,156899990000,12085199930,118538831770,141390831761,2802710633,,80833896999,82743333445,162737905929
2014/3/0/0,,DHG,,,871643300000,142361577216,415010911487,908383743969,459883448830,210000000000,563964010742,818620086321,927139284687
2014/3/0/0,,DHM,,,234983700000,606914377,142343310734,150169685560,5053017974,,84893276069,62152644119,107909838799
2014/3/0/0,,DIG,,,3149436010000,10416473173,90577499657,119968374090,415297317299,,989154673382,2072964167561,859455581099
2014/3/0/0,,DLG,,,1492535080000,27188661072,194137291954,236333226260,218183155605,700866619307,573389168464,375074003243,689321480292
2014/3/0/0,,DMC,,,267137970000,30947866420,228890253074,329478226523,37522887037,,306144651077,313303680813,278173394224
2014/3/0/0,,DPM,,,3800000000000,295759648495,1610753448971,2119765441840,4959192152995,578053298732,550333730397,1509220174081,1306201045310
2014/3/0/0,,DPR,,,430000000000,73279092472,215010031557,316647953853,597948433298,298200000000,137225282746,283538773181,257304482631
2014/3/0/0,,DQC,,,314583420000,104209397331,252077616248,414952067246,421900466493,382991175200,597867528249,342868858559,1012304504047
2014/3/0/0,,DRC,,,913800030000,64568794693,632158994833,791567491183,104120262561,,388167426543,615053050451,793855679897
2014/3/0/0,,DRH,,,183997020000,1833263404,47808466884,52814103680,5852601553,118666707,38862775573,7787053334,106024707087
2014/3/0/0,,DRL,,,95000000000,10051465194,6268161743,17059079205,40168266049,,12587601780,983402741,7407750838
2014/3/0/0,,DSN,,,120830090000,17906904975,15354308531,43902397782,129359635252,45845292500,1314232882,474747082,12911027578
2014/3/0/0,,DTA,,,172000000000,-1061688165,-108675000,1056178013,3327408088,,16796365631,154727676257,73215685494
2014/3/0/0,,DTL,,,614356040000,4134329630,403309388138,448647734585,41313848004,,128916474031,1003662475912,1147555261730
2014/3/0/0,,DTT,,,81518200000,448021991,24602741137,26713624185,2298703431,72000,32250600201,16139365288,24691286580
2014/3/0/0,,DVP,,,400000000000,65971599496,71910650222,133605444542,16013664869,356000000000,77779572528,11696911352,47995101634
2014/3/0/0,,DXG,,,1007000000000,10791275412,20105175274,57464836912,373821490174,6025833333,251347446756,484180970218,663603979413
2014/3/0/0,,DXV,,,99000000000,1261603294,185256109153,189511496367,31808938457,20000000000,101406206400,40721904893,126141676900
2014/3/0/0,,ELC,,,509282430000,1098227611,32552024071,33739622202,13196135649,20243891240,394994256991,150952157758,324981666514
2014/3/0/0,,EMC,,,80730000000,796684679,42960158151,53061837361,3051458360,,94413424437,152093712388,225103598758
2014/3/0/0,,EVE,,,279865180000,15672554459,143561978784,201578722457,60662967210,121975000000,170228579052,344830132394,190999682046
2014/3/0/0,,FCM,,,410000000000,-281657016,15543739874,33679486859,68662505659,,225992622050,288754627866,320934933494
2014/3/0/0,,FCN,,,457228540000,5049237817,92410693325,120797621321,198029312706,,551451295782,169577719113,686927872829
2014/3/0/0,,FDC,,,276099880000,5207561547,1506027340,3761811698,64653580418,405580292818,26537248258,150444406216,90319370010
2014/3/0/0,,FIT,,,892124880000,43259423575,99435533635,121455098006,216752934795,142994316077,182558776867,54464730122,190090454721
2014/3/0/0,,FLC,,,3748938820000,94578024179,465108158834,505340029253,359768802139,1212675987900,424319066388,85987715049,386218189008
2014/3/0/0,,FMC,,,200000000000,16432420159,844688743424,894553546670,98524560878,,313922235284,501482396798,812925467862
2014/3/0/0,,FPT,,,3439766000000,0,11870554158755,13477214908109,4106773475086,721521969131,4731525520763,3982545424277,10670683564602
2014/3/0/0,,GAS,,,18950000000000,3044339309269,15360612065476,19605541080303,23250246563039,1050100000000,5791163868524,1703512429852,10571263207355
2014/3/0/0,,GDT,,,149094600000,16252724429,48980168894,76068081989,3632580978,108700000000,36444015349,62623995443,83109914474
2014/3/0/0,,GEX,,,1400000000000,117997652804,1580902102830,1892894004619,438821486130,383042778553,1064044292163,1337179662894,2182433361736
2014/3/0/0,,GIL,,,139245880000,15616110183,214058338913,260956060974,185128771692,2975033500,213541801024,234732167671,500323686325
2014/3/0/0,,GMC,,,116903300000,26050321817,445788969766,518102246945,74357195372,,170050843032,181483299664,395111677520
2014/3/0/0,,GMD,,,1196219940000,39339013677,585899422258,741775062682,878234338009,675547524548,1042655759855,132829715305,1234794279127
2014/3/0/0,,GSP,,,300000000000,13539612355,239187104985,267307532215,88969053966,106500000000,84670784603,16487581346,124081055926
2014/3/0/0,,GTA,,,104000000000,3364532304,121379471120,130449561706,50554841898,5000000000,40109637802,49469844035,53608189962
2014/3/0/0,,GTN,,,680000000000,39013944597,131607382957,140379908448,16919221097,48218031000,370069398430,84731424981,146962444477
2014/3/0/0,,HAG,,,7899679470000,971956788000,465506569000,777347951000,2277728564000,81783240000,6760472174000,1903150230000,6187731351000
2014/3/0/0,,HAI,,,1172993140000,5648983184,167228111995,198228468138,25217384113,,310127423417,388343704496,483272537512
2014/3/0/0,,HAP,,,515202360000,22916070619,89627217842,101763663713,12177873515,337756869900,270339959578,104031692020,622349669885
2014/3/0/0,,HAR,,,545998130000,7887551585,15778924933,22756882446,103760663262,,237087369914,,43047013408
2014/3/0/0,,HAS,,,80000000000,159617583,26977274296,28791295572,1639600277,26484851549,144698878704,37925839991,88869810589
2014/3/0/0,,HAX,,,111161690000,4380341625,298479400319,310563243235,18891444386,,43228505903,117266791650,130209787399
2014/3/0/0,,HBC,,,573685670000,2064051664,951278240167,1060609146000,632240363598,365887798149,3373688846137,312273442790,4349593533406
2014/3/0/0,,HDC,,,411131990000,6567630496,75648639803,92216232209,8645921547,2800140400,129620136843,882975842271,433481255596
2014/3/0/0,,HDG,,,651542050000,43010087682,228359581746,287522900487,297578954810,48681882552,259903305583,991447598341,1241583610043
2014/3/0/0,,HHS,,,1109955570000,38631283209,473658456349,528021770617,160950640856,326542330000,178553109856,320399078402,548804044506
2014/3/0/0,,HMC,,,210000000000,6875729932,895604375464,921508807736,14372589572,4025000000,451834947945,505042295516,920262031481
2014/3/0/0,,HOT,,,80000000000,3065052222,34867511474,42367628467,5421855255,,117723781340,1970257655,84709114197
2014/3/0/0,,HPG,,,4886431750000,880371958523,4417028911586,5746859450091,1651561080358,258551972820,1551390958759,7204720579389,7954228269403
2014/3/0/0,,HQC,,,2000000000000,5500122604,1987762612,2734125274,12408595217,255715047168,1253149839589,900731276626,1303982101206
2014/3/0/0,,HRC,,,172609760000,6192960926,31109274116,33105556436,31802517331,,1707797871,23568470735,41847048083
2014/3/0/0,,HSG,,,1310270670000,110930384022,3871544780064,4325391155742,345532653696,14300000000,864990847989,2424559090762,4570375646965
2014/3/0/0,,HT1,,,3130000000000,77725187061,1339954136842,1599186345641,175877348359,35810829300,499471771468,992498480882,3852424976596
2014/3/0/0,,HTI,,,249492000000,10950518349,23107909036,43010322729,18854796558,12000000000,23718828211,430246340,51540241067
2014/3/0/0,,HTL,,,120000000000,12090667985,187298421010,205904934800,60117997592,,18053641127,280300816175,321730401050
2014/3/0/0,,HTV,,,131040000000,3011278912,35780620914,43584662047,8343873063,4000000000,174397092629,725772880,59364603741
2014/3/0/0,,HU1,,,100000000000,1264318498,184021974192,191340339622,41090718218,4500000000,243798306589,396691403569,601156660521
2014/3/0/0,,HU3,,,99999440000,228350536,76533685557,82311524852,29930175905,2314460000,110039881789,372092106249,320230209483
2014/3/0/0,,HVX,,,399600000000,-4175773268,251579392086,277571785369,57172169870,,176250843645,49513370157,276310858372
2014/3/0/0,,IDI,,,855000000000,27553239390,403540199140,469873572708,27073257134,13364863281,614093936301,345731647723,1157099043464
2014/3/0/0,,IJC,,,2741945250000,18856921952,32846472752,75827857425,230008951823,200000000,996292064397,2842371567136,1696416685927
2014/3/0/0,,IMP,,,289426460000,21243191163,114768448123,217617779569,180180399624,3349775260,181583565507,250921126323,122655886290
2014/3/0/0,,ITA,,,8384248490000,42328501524,87189799676,115498205924,45720503389,,2048201598052,3800511053426,2360466861105
2014/3/0/0,,ITC,,,690866880000,1664782440,300989886391,318019560380,12616168011,,162985972866,1242454487940,502543800861
2014/3/0/0,,ITD,,,127711950000,17320934998,83941264445,124739846529,46491524295,63118800787,98433734546,67721750312,180670531016
2014/3/0/0,,JVC,,,1125001710000,74167762480,202353075730,302336131002,50653758469,,896428679494,327835146164,585140839925
2014/3/0/0,,KBC,,,4757111670000,128632165468,150863178710,359877368525,71621758726,2747157600,2262313716580,7484964376115,4725578491063
2014/3/0/0,,KDC,,,2566533970000,359352327847,950182723473,1872033181366,2715129379802,4327955444,1305410342600,287980467958,1251631641438
2014/3/0/0,,KDH,,,1260000000000,20512670000,108674635000,112660036000,441285759000,,556843674000,1228704838000,330190377000
2014/3/0/0,,KHP,,,415512960000,24494084970,658442709477,721506317296,227474390815,341477255556,81942780989,89764976594,544640387827
2014/3/0/0,,KMR,,,488814430000,5774254544,98119624743,120026402758,36758847403,,144300413355,147509282023,166592694485
2014/3/0/0,,L10,,,90000000000,6027933256,254968282391,272910296360,78150389416,,247975826812,272810246320,382124806247
2014/3/0/0,,LAF,,,147280190000,8719255374,253231239846,272856902870,61794020946,87948,46511427557,77098698416,153198765255
2014/3/0/0,,LBM,,,85000000000,3112298149,35708884768,46187186139,24013820948,5677000000,24076352082,26440377671,16487443965
2014/3/0/0,,LCG,,,780000000000,6254233365,275734933303,310724441024,46506081977,,720660183999,390489774161,1064136237134
2014/3/0/0,,LCM,,,246330000000,688641441,2122005500,2130940260,2586938657,101200000000,3917705727,14370098511,669780578
2014/3/0/0,,LGC,,,728547650000,1294581300,48030172651,57141309743,1142342892,20502900000,58603039341,62011352210,104682005500
2014/3/0/0,,LGL,,,199992750000,7430759511,15947395675,27726730896,8314714275,25967057938,181650867862,140423356332,275069470887
2014/3/0/0,,LHG,,,260826270000,14440712245,23593530919,56211107925,65161867729,1634167938,371433163634,337813965165,365835836005
2014/3/0/0,,LIX,,,216000000000,19300289075,354148109984,444639346421,85860314477,20000000000,124847352823,117072098101,196783574198
2014/3/0/0,,LM8,,,86936230000,13446048801,313416287906,347337366324,129521689486,8000000000,296720768905,694866113979,1058410018063
2014/3/0/0,,LSS,,,700000000000,10658073257,322670654252,373301801598,61956777106,500000000,360607462675,316380322056,632791092172
2014/3/0/0,,MCG,,,575100000000,0,255797917971,278604758153,24225368299,13900774800,606963929754,963963161974,1200766311415
2014/3/0/0,,MCP,,,105463100000,2397095342,75570278230,86439643758,8777461928,5486334000,56861232560,116993998610,126801329227
2014/3/0/0,,MDG,,,111160310000,-3812888106,27239000612,24778816857,38947188695,,72519888872,124875354929,260758720951
2014/3/0/0,,MHC,,,271109080000,41002884425,14973955632,19376600951,16477847506,4351463938,74586619398,35068409,78644692219
2014/3/0/0,,MSN,,,7467179000000,232712000000,2362782000000,3993921000000,2897335000000,2762876000000,1516985000000,1779454000000,7026002000000
2014/3/0/0,,MWG,,,1399039760000,176369799410,3311179822494,3945122507327,418555609065,,298254184399,1625424671239,1547641965436
2014/3/0/0,,NAV,,,80000000000,1299183507,38382711045,47301097739,1910633789,,38430454406,80070449310,75726614159
2014/3/0/0,,NBB,,,583212000000,10696001638,44639795562,61960419886,12834524892,,300742935660,2362897356447,880469425341
2014/3/0/0,,NHA,,,116000000000,48655307,5229563331,6062975910,386247431,,13958175074,2966846771,24833103546
2014/3/0/0,,NKG,,,399000000000,22681354870,1305635183395,1381329249107,46419327018,5698102610,616020963360,908710590882,1748113870784
2014/3/0/0,,NLG,,,1339692790000,5234183763,85985799186,134867310223,210530034637,19000000000,328465870207,2601056712501,1239627998331
2014/3/0/0,,NNC,,,131522610000,26735446926,62615058276,97637739961,96012582557,15000000000,19317354846,98391120532,67485850576
2014/3/0/0,,NSC,,,152950000000,20324565711,52754480380,92670011434,158031905304,,125181230225,187897545877,108001135707
2014/3/0/0,,NTL,,,636000000000,12270872690,46572981957,58663926332,95391599207,837420000,58604859461,1052552650579,490840980962
2014/3/0/0,,NVT,,,905000000000,5045302022,30595389141,52115815274,18381559502,204496920548,103880284296,40774363044,268899455441
2014/3/0/0,,OGC,,,3000000000000,108196481515,671006989801,939250185696,550625562319,1645225617010,5120346598378,398293557438,5847695489434
2014/3/0/0,,OPC,,,192851020000,10867491739,70700629962,143332920836,28037701406,,85188059937,206923123364,147803363418
2014/3/0/0,,PAC,,,309812930000,15913723501,426697362333,526552083779,213310020344,125000000000,123381202928,515047834132,889218720218
2014/3/0/0,,PAN,,,1008724970000,37016534541,228663020489,305084317047,282010163735,306567750257,306091722039,275473523476,332833902007
2014/3/0/0,,PDN,,,123479870000,14018563465,47498247511,72916873429,21612764104,,55519892892,339540957,65071913778
2014/3/0/0,,PDR,,,1302000000000,7769272999,36321490672,52150968708,13305974685,,261237126538,5495921996050,1588367898909
2014/3/0/0,,PET,,,866001240000,58374434386,2686873794625,2893813895582,1549207881125,18376791095,1619129748498,1292809328964,3774253986362
2014/3/0/0,,PGC,,,603426380000,18806403173,658476754417,767685108524,155326613396,645973757000,295136662362,125951923621,1113458189210
2014/3/0/0,,PGD,,,600000000000,65620023522,1723551758523,1863727520409,2230968818881,,1097990428649,14316666654,2534344827165
2014/3/0/0,,PHC,,,109999770000,180473931,91743602919,99161883249,30575946708,8150000000,258598821923,279995670529,594932367575
2014/3/0/0,,PHR,,,813000000000,40760325955,350807244264,400039845670,371314342304,148508382392,158415971699,300044201105,585944654725
2014/3/0/0,,PIT,,,151993450000,1189532498,747932898927,778780207113,125089827108,130000000,171541304710,261921380514,548089040560
2014/3/0/0,,PJT,,,108172380000,3823411544,90855453938,97246813592,24529038584,,31424485554,16660240644,46431936681
2014/3/0/0,,PLX,,,10700000000000,480199258371,50169515125143,52163757111794,6499103113271,1807629288509,12656119799418,21103702766557,44584895217480
2014/3/0/0,,PNC,,,110402410000,11479940470,59055159455,101324283678,8780331588,5800000000,59829997324,160522699333,272966924332
2014/3/0/0,,PNJ,,,2252935850000,51553209608,2132415030249,2347175457177,289436318608,,236254270120,1302049502502,1429354639018
2014/3/0/0,,POM,,,1874499510000,-11062480153,2579186982372,2672909090162,30867358497,,2384028930472,3891416616993,6665667512549
2014/3/0/0,,PPC,,,3262350000000,339643720633,1487712096987,1365747850699,1057905843998,3436251965073,1807505664301,772865693815,1070395982294
2014/3/0/0,,PTB,,,144006340000,28628565126,535609023391,608097127418,94776709048,2456025800,228572923204,339487809620,627040852111
2014/3/0/0,,PTC,,,179999990000,-5184204971,16478201052,18251472647,12500639049,200000000,64335195006,82575923811,107874126755
2014/3/0/0,,PTL,,,1000000000000,104819809,7442365078,9679335876,40309293443,,99977133934,918983915518,830179850353
2014/3/0/0,,PVD,,,3030733500000,624859456348,4444658653288,5520545438332,2406523478310,462341769576,5170477167972,1352067862692,7744984609818
2014/3/0/0,,PVT,,,2814401620000,117609493725,1225366623543,1304448540261,2160454184760,500849104940,589473906934,133978415884,1421521536007
2014/3/0/0,,PXI,,,300000000000,8619166408,255192895357,282516606635,105575651203,,519198768553,285801375186,798390567345
2014/3/0/0,,PXS,,,500000000000,41158208241,367351415766,449778452846,174311714338,2751994331,368002052050,129689173978,534942813701
2014/3/0/0,,QBS,,,320000000000,20066790070,352703733963,390913803769,77043306138,18000000000,186455381451,38000710637,242372789398
2014/3/0/0,,QCG,,,2751293100000,2404330424,126234416593,161474769630,1835622008,,417251481877,4147450105239,2228739676595
2014/3/0/0,,RAL,,,115000000000,19494772943,494625460462,637826237042,653031933967,,260580380293,1173192990388,1794221500889
2014/3/0/0,,RDP,,,142657440000,7405227655,260179562875,289428784309,12629603847,,194230509211,223879110968,415994075466
2014/3/0/0,,REE,,,2690705390000,254965062744,455797092688,654180266122,1159282898467,195786706759,991437121771,582745179843,1518156430464
2014/3/0/0,,RIC,,,703687540000,-36939081702,48423479526,65434046934,25679955216,,18498297312,23681089044,220668519576
2014/3/0/0,,SAB,,,6412811860000,1027991162834,4292732981032,6303900499237,1454519610110,4736079285571,853293602694,1567355670251,4910228068570
2014/3/0/0,,SAM,,,1307984320000,6098623524,262410232988,293605501915,180344377104,,463935204887,638841424510,551956484050
2014/3/0/0,,SAV,,,105373930000,31249487,145391401736,160300495605,25781028692,,146890499992,345263676858,365473361554
2014/3/0/0,,SBA,,,604882610000,25920306766,19132450657,66971268866,5297797192,,73854404148,2912340334,204230913028
2014/3/0/0,,SBT,,,1856423580000,38305898819,487275160315,560564212228,258582561758,96016483079,1022253075770,613061630838,1564580556039
2014/3/0/0,,SC5,,,149845510000,8582334026,317042923200,341048339478,200595640904,,394249522953,1075555527661,1443361430653
2014/3/0/0,,SCD,,,85000000000,4007876043,63365894780,90133079127,32663273496,105000000000,30972382657,46849359228,80560617419
2014/3/0/0,,SCR,,,1876560450000,2427302016,82461135872,79513594368,89253668653,488855750000,710051535581,2580903705981,1421798878280
2014/3/0/0,,SCS,,,480000000000,28232354206,17174219597,68721604801,8701591731,,25325153730,2393307156,64543596146
2014/3/0/0,,SFC,,,112914590000,9403102536,642184368574,671171504644,211120659916,,13975920108,42512338950,199113886536
2014/3/0/0,,SFI,,,103177040000,33449208053,121818286845,177616356603,277254541773,,215257897980,546306926,375642138664
2014/3/0/0,,SGT,,,740019140000,13262416639,10239012389,17574981263,11580648693,,528490149808,92366557238,421013019726
2014/3/0/0,,SHA,,,80000000000,3006155936,88384721160,102352324442,3421363783,,32657129019,64304641497,90085285969
2014/3/0/0,,SHI,,,367107230000,13915695987,401755895260,482571558774,76677803197,35379218921,319718632879,607165109380,1011807496857
2014/3/0/0,,SHP,,,937102000000,101726506815,71906955753,219677624386,83010407900,3821364689,337362808230,1452139013,613037050296
2014/3/0/0,,SII,,,583700000000,2699061280,8105968744,12061811650,193470047839,,325083956249,42828816868,59782498437
2014/3/0/0,,SJD,,,689986200000,76861069130,66820955841,162337193411,106525483011,55307145137,266858046127,17031254384,177115889836
2014/3/0/0,,SJS,,,1000000000000,9656519224,22133749968,37498937460,54590380354,,294458055229,4581184357113,3546875044206
2014/3/0/0,,SKG,,,244795850000,28554546282,28514556941,59287356757,103459200294,13000000000,31734454000,5659829819,26424925815
2014/3/0/0,,SMA,,,161200000000,2706995356,119792261904,134990541184,4709495078,,204919028878,145574159669,355078993179
2014/3/0/0,,SMC,,,295183610000,18053900782,2549681418108,2641783193575,459985537767,553510981000,1477836924957,897540499358,3232452359031
2014/3/0/0,,SPM,,,140000000000,13035443984,126276326953,159161140015,2047904105,92220265864,557296438621,54752687130,241000232170
2014/3/0/0,,SRC,,,200474150000,22584128232,205152050282,259842212880,23926123662,,121915249862,271270683598,201088572816
2014/3/0/0,,SRF,,,243749160000,8376775143,162437810570,187976933865,225958226030,10715853098,186177635746,247689443306,481645904475
2014/3/0/0,,SSC,,,149923670000,14761097676,74145403615,109010302469,8005960748,365000000,151523099688,248079060194,179968612268
2014/3/0/0,,ST8,,,138013850000,13473727387,258249305021,303841685606,99720160011,345000000,53420424371,88090435277,51079633278
2014/3/0/0,,STG,,,83518570000,20683246096,548399123858,638636382890,52366548779,2708080920,140111646711,1294820908,97337839670
2014/3/0/0,,SVC,,,249955730000,23838944607,1901596950629,2022322127375,105723731816,51946792169,229669105790,299335928006,889251976835
2014/3/0/0,,SVI,,,128324370000,16310711160,255953490881,295199396195,103268874045,,212804352746,171779230222,357828875904
2014/3/0/0,,SVT,,,95699830000,1964317837,7021306594,9474625211,1071749513,,47397234416,9084107664,10033337110
2014/3/0/0,,SZC,,,1000000000000,42705765962,153110947228,206340131987,28460522361,,17827920715,39796540,474927314582
2014/3/0/0,,SZL,,,200000000000,6974208791,33975407152,43400184676,61193003907,267000000000,69951887495,81315145409,65525394673
2014/3/0/0,,TAC,,,189802000000,8184686623,994236847149,1094568109420,343107773319,,85700482976,537683502647,776377014536
2014/3/0/0,,TBC,,,635000000000,27745438289,24253656407,57964540593,357516763585,,101659593136,7986311334,27181691322
2014/3/0/0,,TCL,,,209438930000,28220955438,179932011997,224695045722,52309749341,13000000000,252866747683,5408998086,229716838050
2014/3/0/0,,TCM,,,491999510000,45885165250,522532927695,625399487802,95610854153,1600000000,212732308907,525476341698,818998171641
2014/3/0/0,,TCO,,,137800000000,5553519654,37537784043,49200313756,9479695828,11377823885,34761990210,6475722186,44711769533
2014/3/0/0,,TCR,,,445421280000,1986169724,526772684980,623490828396,159168726803,,251558141710,488225337373,939123189115
2014/3/0/0,,TCT,,,127880000000,4720055136,5060497965,15413205059,45611505730,35900000000,6029795094,4134940045,5915512239
2014/3/0/0,,TDC,,,1000000000000,16955516040,182132780621,249873402990,26767311414,3469591500,742090263625,4340698837921,4773777169320
2014/3/0/0,,TDH,,,709883810000,329764621,82933742648,99606136886,49724617966,11908882171,446998986326,418166873376,349672605089
2014/3/0/0,,TDW,,,85000000000,6719674823,67450290892,119941704239,22146586761,107525775466,18204860300,11757491458,155771923650
2014/3/0/0,,THG,,,100000000000,4226136854,90124817944,111568730164,34262453615,177000000,82123626607,104493461370,182560715841
2014/3/0/0,,TIP,,,173354320000,2657682354,20513940653,29079637400,19187350766,,8509865932,201276271453,124255752607
2014/3/0/0,,TIX,,,240000000000,28075704474,40285831045,89500356851,230435550367,25056468274,41770707923,166906954600,127347697111
2014/3/0/0,,TLG,,,267924260000,58059893048,311946471938,496274731468,286349559434,,126338653691,427667663443,361869844367
2014/3/0/0,,TLH,,,806856880000,16234117688,891358953331,939082536843,149545026620,16861389894,266552457668,1124909190101,1088561396699
2014/3/0/0,,TMP,,,700000000000,59143685848,68986243831,156072730222,221364387366,80148141795,276021273104,51812423964,208713657098
2014/3/0/0,,TMS,,,237660390000,32460443653,79828592263,102639194213,77337486641,4248702557,100313092393,10197713012,133783923549
2014/3/0/0,,TMT,,,308391170000,14175910012,299885768334,340144292490,29776609396,12650000000,32964010958,577575684056,585100706380
2014/3/0/0,,TNA,,,80000000000,11088646788,366580682337,399605624008,18223463296,77600000000,167209120849,469598620143,521366329619
2014/3/0/0,,TNC,,,192500000000,735134533,17388836993,17764237685,140983876210,10000000000,8364881014,20921695126,28681352819
2014/3/0/0,,TNT,,,85000000000,-301138131,5087965463,5127171273,963526974,,43759277638,,56247018400
2014/3/0/0,,TPC,,,244305960000,1834386737,194017947180,203236835907,13204078727,117200000000,233842670128,233157201157,343235170797
2014/3/0/0,,TRA,,,414536730000,50242045878,220394390349,413365492911,203324505243,288845000,238933312221,247102718345,210191970461
2014/3/0/0,,TRC,,,300000000000,29970004232,74553361751,110288507323,159613030373,31895559788,189678368482,112873227732,88344230126
2014/3/0/0,,TS4,,,161606460000,5433867436,141260470465,187084469822,999126325,7800000000,119899071612,593874271672,719658879979
2014/3/0/0,,TSC,,,271982120000,20172291590,83660072409,97307748640,31403002193,30600000000,86431267044,53669849179,100258921274
2014/3/0/0,,TTF,,,1000671000000,32652702280,234022119007,310567705444,9298549372,21005116012,524248528238,2461618310448,2650070749446
2014/3/0/0,,TV2,,,44390000000,5795184262,91419327230,112829003905,138373158687,133000000000,108250416961,68521487253,410213591348
2014/3/0/0,,TYA,,,279013770637,16613097129,291978228950,316861997647,175840137931,,237609499252,120606621992,317798928529
2014/3/0/0,,UDC,,,350000000000,823107605,31088394044,39178427917,32231377297,,408829625130,735260637557,853997819839
2014/3/0/0,,UIC,,,80000000000,5887159785,447163291773,458260273171,7545639626,,111232031742,130920282016,201795805239
2014/3/0/0,,VCF,,,265791350000,91114388666,454405482462,709872702022,801047509038,,113654106510,449092698472,693100271907
